id_passageiro,sobreviveu,classe,nome,sexo,idade,irmaos_conjuge,pais_criancas,passagem,tarifa,cabine,embarque
525,nao,3,"Kassem, Mr. Fared",masculino,NA,0,0,2700,7.2292,NA,Cherbourg
526,nao,3,"Farrell, Mr. James",masculino,40.5,0,0,367232,7.75,NA,Queenstow
527,sim,2,"Ridsdale, Miss. Lucy",feminino,50,0,0,W./C. 14258,10.5,NA,Southampton
528,nao,1,"Farthing, Mr. John",masculino,NA,0,0,PC 17483,221.7792,C95,Southampton
529,nao,3,"Salonen, Mr. Johan Werner",masculino,39,0,0,3101296,7925,NA,Southampton
530,nao,2,"Hocking, Mr. Richard George",masculino,23,2,1,29104,11.5,NA,Southampton
531,sim,2,"Quick, Miss. Phyllis May",feminino,2,1,1,26360,26,NA,Southampton
532,nao,3,"Toufik, Mr. Nakli",masculino,NA,0,0,2641,7.2292,NA,Cherbourg
533,nao,3,"Elias, Mr. Joseph Jr",masculino,17,1,1,2690,7.2292,NA,Cherbourg
534,sim,3,"Peter, Mrs. Catherine (Catherine Rizk)",feminino,NA,0,2,2668,22.3583,NA,Cherbourg
535,nao,3,"Cacic, Miss. Marija",feminino,30,0,0,315084,8.6625,NA,Southampton
536,sim,2,"Hart, Miss. Eva Miriam",feminino,7,0,2,F.C.C. 13529,26.25,NA,Southampton
537,nao,1,"Butt, Major. Archibald Willingham",masculino,45,0,0,113050,26.55,B38,Southampton
538,sim,1,"LeRoy, Miss. Bertha",feminino,30,0,0,PC 17761,106425,NA,Cherbourg
539,nao,3,"Risien, Mr. Samuel Beard",masculino,NA,0,0,364498,14.5,NA,Southampton
540,sim,1,"Frolicher, Miss. Hedwig Margaritha",feminino,22,0,2,13568,49.5,B39,Cherbourg
541,sim,1,"Crosby, Miss. Harriet R",feminino,36,0,2,WE/P 5735,71,B22,Southampton
542,nao,3,"Andersson, Miss. Ingeborg Constanzia",feminino,9,4,2,347082,31275,NA,Southampton
543,nao,3,"Andersson, Miss. Sigrid Elisabeth",feminino,11,4,2,347082,31275,NA,Southampton
544,sim,2,"Beane, Mr. Edward",masculino,32,1,0,2908,26,NA,Southampton
545,nao,1,"Douglas, Mr. Walter Donald",masculino,50,1,0,PC 17761,106425,C86,Cherbourg
546,nao,1,"Nicholson, Mr. Arthur Ernest",masculino,64,0,0,693,26,NA,Southampton
547,sim,2,"Beane, Mrs. Edward (Ethel Clarke)",feminino,19,1,0,2908,26,NA,Southampton
548,sim,2,"Padro y Manent, Mr. Julian",masculino,NA,0,0,SC/PARIS 2146,13.8625,NA,Cherbourg
549,nao,3,"Goldsmith, Mr. Frank John",masculino,33,1,1,363291,20525,NA,Southampton
550,sim,2,"Davies, Master. John Morgan Jr",masculino,8,1,1,C.A. 33112,36.75,NA,Southampton
551,sim,1,"Thayer, Mr. John Borland Jr",masculino,17,0,2,17421,110.8833,C70,Cherbourg
552,nao,2,"Sharp, Mr. Percival James R",masculino,27,0,0,244358,26,NA,Southampton
553,nao,3,"O'Brien, Mr. Timothy",masculino,NA,0,0,330979,7.8292,NA,Queenstow
554,sim,3,"Leeni, Mr. Fahim (""Philip Zenni"")",masculino,22,0,0,2620,7225,NA,Cherbourg
555,sim,3,"Ohman, Miss. Velin",feminino,22,0,0,347085,7775,NA,Southampton
556,nao,1,"Wright, Mr. George",masculino,62,0,0,113807,26.55,NA,Southampton
557,sim,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",feminino,48,1,0,11755,39.6,A16,Cherbourg
558,nao,1,"Robbins, Mr. Victor",masculino,NA,0,0,PC 17757,227525,NA,Cherbourg
559,sim,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",feminino,39,1,1,110413,79.65,E67,Southampton
560,sim,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",feminino,36,1,0,345572,17.4,NA,Southampton
561,nao,3,"Morrow, Mr. Thomas Rowan",masculino,NA,0,0,372622,7.75,NA,Queenstow
562,nao,3,"Sivic, Mr. Husein",masculino,40,0,0,349251,7.8958,NA,Southampton
563,nao,2,"Norman, Mr. Robert Douglas",masculino,28,0,0,218629,13.5,NA,Southampton
564,nao,3,"Simmons, Mr. John",masculino,NA,0,0,SOTON/OQ 392082,8.05,NA,Southampton
565,nao,3,"Meanwell, Miss. (Marion Ogden)",feminino,NA,0,0,SOTON/O.Q. 392087,8.05,NA,Southampton
566,nao,3,"Davies, Mr. Alfred J",masculino,24,2,0,A/4 48871,24.15,NA,Southampton
567,nao,3,"Stoytcheff, Mr. Ilia",masculino,19,0,0,349205,7.8958,NA,Southampton
568,nao,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",feminino,29,0,4,349909,21075,NA,Southampton
569,nao,3,"Doharr, Mr. Tannous",masculino,NA,0,0,2686,7.2292,NA,Cherbourg
570,sim,3,"Jonsson, Mr. Carl",masculino,32,0,0,350417,7.8542,NA,Southampton
571,sim,2,"Harris, Mr. George",masculino,62,0,0,S.W./PP 752,10.5,NA,Southampton
572,sim,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",feminino,53,2,0,11769,51.4792,C101,Southampton
573,sim,1,"Flynn, Mr. John Irwin (""Irving"")",masculino,36,0,0,PC 17474,26.3875,E25,Southampton
574,sim,3,"Kelly, Miss. Mary",feminino,NA,0,0,14312,7.75,NA,Queenstow
575,nao,3,"Rush, Mr. Alfred George John",masculino,16,0,0,A/4. 20589,8.05,NA,Southampton
576,nao,3,"Patchett, Mr. George",masculino,19,0,0,358585,14.5,NA,Southampton
577,sim,2,"Garside, Miss. Ethel",feminino,34,0,0,243880,13,NA,Southampton
578,sim,1,"Silvey, Mrs. William Baird (Alice Munger)",feminino,39,1,0,13507,55.9,E44,Southampton
579,nao,3,"Caram, Mrs. Joseph (Maria Elias)",feminino,NA,1,0,2689,14.4583,NA,Cherbourg
580,sim,3,"Jussila, Mr. Eiriik",masculino,32,0,0,STON/O 2. 3101286,7925,NA,Southampton
581,sim,2,"Christy, Miss. Julie Rachel",feminino,25,1,1,237789,30,NA,Southampton
582,sim,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",feminino,39,1,1,17421,110.8833,C68,Cherbourg
583,nao,2,"Downton, Mr. William James",masculino,54,0,0,28403,26,NA,Southampton
584,nao,1,"Ross, Mr. John Hugo",masculino,36,0,0,13049,40125,A10,Cherbourg
585,nao,3,"Paulner, Mr. Uscher",masculino,NA,0,0,3411,8.7125,NA,Cherbourg
586,sim,1,"Taussig, Miss. Ruth",feminino,18,0,2,110413,79.65,E68,Southampton
587,nao,2,"Jarvis, Mr. John Denzil",masculino,47,0,0,237565,15,NA,Southampton
588,sim,1,"Frolicher-Stehli, Mr. Maxmillian",masculino,60,1,1,13567,79.2,B41,Cherbourg
589,nao,3,"Gilinski, Mr. Eliezer",masculino,22,0,0,14973,8.05,NA,Southampton
590,nao,3,"Murdlin, Mr. Joseph",masculino,NA,0,0,A./5. 3235,8.05,NA,Southampton
591,nao,3,"Rintamaki, Mr. Matti",masculino,35,0,0,STON/O 2. 3101273,7125,NA,Southampton
592,sim,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",feminino,52,1,0,36947,78.2667,D20,Cherbourg
593,nao,3,"Elsbury, Mr. William James",masculino,47,0,0,A/5 3902,7.25,NA,Southampton
594,nao,3,"Bourke, Miss. Mary",feminino,NA,0,2,364848,7.75,NA,Queenstow
595,nao,2,"Chapman, Mr. John Henry",masculino,37,1,0,SC/AH 29037,26,NA,Southampton
596,nao,3,"Van Impe, Mr. Jean Baptiste",masculino,36,1,1,345773,24.15,NA,Southampton
597,sim,2,"Leitch, Miss. Jessie Wills",feminino,NA,0,0,248727,33,NA,Southampton
598,nao,3,"Johnson, Mr. Alfred",masculino,49,0,0,LINE,0,NA,Southampton
599,nao,3,"Boulos, Mr. Hanna",masculino,NA,0,0,2664,7225,NA,Cherbourg
600,sim,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",masculino,49,1,0,PC 17485,56.9292,A20,Cherbourg
601,sim,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",feminino,24,2,1,243847,27,NA,Southampton
602,nao,3,"Slabenoff, Mr. Petco",masculino,NA,0,0,349214,7.8958,NA,Southampton
603,nao,1,"Harrington, Mr. Charles H",masculino,NA,0,0,113796,42.4,NA,Southampton
604,nao,3,"Torber, Mr. Ernst William",masculino,44,0,0,364511,8.05,NA,Southampton
605,sim,1,"Homer, Mr. Harry (""Mr E Haven"")",masculino,35,0,0,111426,26.55,NA,Cherbourg
606,nao,3,"Lindell, Mr. Edvard Bengtsson",masculino,36,1,0,349910,15.55,NA,Southampton
607,nao,3,"Karaic, Mr. Milan",masculino,30,0,0,349246,7.8958,NA,Southampton
608,sim,1,"Daniel, Mr. Robert Williams",masculino,27,0,0,113804,30.5,NA,Southampton
609,sim,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",feminino,22,1,2,SC/Paris 2123,41.5792,NA,Cherbourg
610,sim,1,"Shutes, Miss. Elizabeth W",feminino,40,0,0,PC 17582,153.4625,C125,Southampton
611,nao,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",feminino,39,1,5,347082,31275,NA,Southampton
612,nao,3,"Jardin, Mr. Jose Neto",masculino,NA,0,0,SOTON/O.Q. 3101305,7.05,NA,Southampton
613,sim,3,"Murphy, Miss. Margaret Jane",feminino,NA,1,0,367230,15.5,NA,Queenstow
614,nao,3,"Horgan, Mr. John",masculino,NA,0,0,370377,7.75,NA,Queenstow
615,nao,3,"Brocklebank, Mr. William Alfred",masculino,35,0,0,364512,8.05,NA,Southampton
616,sim,2,"Herman, Miss. Alice",feminino,24,1,2,220845,65,NA,Southampton
617,nao,3,"Danbom, Mr. Ernst Gilbert",masculino,34,1,1,347080,14.4,NA,Southampton
618,nao,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",feminino,26,1,0,A/5. 3336,16.1,NA,Southampton
619,sim,2,"Becker, Miss. Marion Louise",feminino,4,2,1,230136,39,F4,Southampton
620,nao,2,"Gavey, Mr. Lawrence",masculino,26,0,0,31028,10.5,NA,Southampton
621,nao,3,"Yasbeck, Mr. Antoni",masculino,27,1,0,2659,14.4542,NA,Cherbourg
622,sim,1,"Kimball, Mr. Edwin Nelson Jr",masculino,42,1,0,11753,52.5542,D19,Southampton
623,sim,3,"Nakid, Mr. Sahid",masculino,20,1,1,2653,15.7417,NA,Cherbourg
624,nao,3,"Hansen, Mr. Henry Damsgaard",masculino,21,0,0,350029,7.8542,NA,Southampton
625,nao,3,"Bowen, Mr. David John ""Dai""",masculino,21,0,0,54636,16.1,NA,Southampton
626,nao,1,"Sutton, Mr. Frederick",masculino,61,0,0,36963,32.3208,D50,Southampton
627,nao,2,"Kirkland, Rev. Charles Leonard",masculino,57,0,0,219533,12.35,NA,Queenstow
628,sim,1,"Longley, Miss. Gretchen Fiske",feminino,21,0,0,13502,77.9583,D9,Southampton
629,nao,3,"Bostandyeff, Mr. Guentcho",masculino,26,0,0,349224,7.8958,NA,Southampton
630,nao,3,"O'Connell, Mr. Patrick D",masculino,NA,0,0,334912,7.7333,NA,Queenstow
631,sim,1,"Barkworth, Mr. Algernon Henry Wilson",masculino,80,0,0,27042,30,A23,Southampton
632,nao,3,"Lundahl, Mr. Johan Svensson",masculino,51,0,0,347743,7.0542,NA,Southampton
633,sim,1,"Stahelin-Maeglin, Dr. Max",masculino,32,0,0,13214,30.5,B50,Cherbourg
634,nao,1,"Parr, Mr. William Henry Marsh",masculino,NA,0,0,112052,0,NA,Southampton
635,nao,3,"Skoog, Miss. Mabel",feminino,9,3,2,347088,27.9,NA,Southampton
636,sim,2,"Davis, Miss. Mary",feminino,28,0,0,237668,13,NA,Southampton
637,nao,3,"Leinonen, Mr. Antti Gustaf",masculino,32,0,0,STON/O 2. 3101292,7925,NA,Southampton
638,nao,2,"Collyer, Mr. Harvey",masculino,31,1,1,C.A. 31921,26.25,NA,Southampton
639,nao,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",feminino,41,0,5,3101295,39.6875,NA,Southampton
640,nao,3,"Thorneycroft, Mr. Percival",masculino,NA,1,0,376564,16.1,NA,Southampton
641,nao,3,"Jensen, Mr. Hans Peder",masculino,20,0,0,350050,7.8542,NA,Southampton
642,sim,1,"Sagesser, Mlle. Emma",feminino,24,0,0,PC 17477,69.3,B35,Cherbourg
643,nao,3,"Skoog, Miss. Margit Elizabeth",feminino,2,3,2,347088,27.9,NA,Southampton
644,sim,3,"Foo, Mr. Choong",masculino,NA,0,0,1601,56.4958,NA,Southampton
645,sim,3,"Baclini, Miss. Eugenie",feminino,0.75,2,1,2666,19.2583,NA,Cherbourg
646,sim,1,"Harper, Mr. Henry Sleeper",masculino,48,1,0,PC 17572,76.7292,D33,Cherbourg
647,nao,3,"Cor, Mr. Liudevit",masculino,19,0,0,349231,7.8958,NA,Southampton
648,sim,1,"Simonius-Blumer, Col. Oberst Alfons",masculino,56,0,0,13213,35.5,A26,Cherbourg
649,nao,3,"Willey, Mr. Edward",masculino,NA,0,0,S.O./P.P. 751,7.55,NA,Southampton
650,sim,3,"Stanley, Miss. Amy Zillah Elsie",feminino,23,0,0,CA. 2314,7.55,NA,Southampton
651,nao,3,"Mitkoff, Mr. Mito",masculino,NA,0,0,349221,7.8958,NA,Southampton
652,sim,2,"Doling, Miss. Elsie",feminino,18,0,1,231919,23,NA,Southampton
653,nao,3,"Kalvik, Mr. Johannes Halvorsen",masculino,21,0,0,8475,8.4333,NA,Southampton
654,sim,3,"O'Leary, Miss. Hanora ""Norah""",feminino,NA,0,0,330919,7.8292,NA,Queenstow
655,nao,3,"Hegarty, Miss. Hanora ""Nora""",feminino,18,0,0,365226,6.75,NA,Queenstow
656,nao,2,"Hickman, Mr. Leonard Mark",masculino,24,2,0,S.O.C. 14879,73.5,NA,Southampton
657,nao,3,"Radeff, Mr. Alexander",masculino,NA,0,0,349223,7.8958,NA,Southampton
658,nao,3,"Bourke, Mrs. John (Catherine)",feminino,32,1,1,364849,15.5,NA,Queenstow
659,nao,2,"Eitemiller, Mr. George Floyd",masculino,23,0,0,29751,13,NA,Southampton
660,nao,1,"Newell, Mr. Arthur Webster",masculino,58,0,2,35273,113275,D48,Cherbourg
661,sim,1,"Frauenthal, Dr. Henry William",masculino,50,2,0,PC 17611,133.65,NA,Southampton
662,nao,3,"Badt, Mr. Mohamed",masculino,40,0,0,2623,7225,NA,Cherbourg
663,nao,1,"Colley, Mr. Edward Pomeroy",masculino,47,0,0,5727,25.5875,E58,Southampton
664,nao,3,"Coleff, Mr. Peju",masculino,36,0,0,349210,7.4958,NA,Southampton
665,sim,3,"Lindqvist, Mr. Eino William",masculino,20,1,0,STON/O 2. 3101285,7925,NA,Southampton
666,nao,2,"Hickman, Mr. Lewis",masculino,32,2,0,S.O.C. 14879,73.5,NA,Southampton
667,nao,2,"Butler, Mr. Reginald Fenton",masculino,25,0,0,234686,13,NA,Southampton
668,nao,3,"Rommetvedt, Mr. Knud Paust",masculino,NA,0,0,312993,7775,NA,Southampton
669,nao,3,"Cook, Mr. Jacob",masculino,43,0,0,A/5 3536,8.05,NA,Southampton
670,sim,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",feminino,NA,1,0,19996,52,C126,Southampton
671,sim,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",feminino,40,1,1,29750,39,NA,Southampton
672,nao,1,"Davidson, Mr. Thornton",masculino,31,1,0,F.C. 12750,52,B71,Southampton
673,nao,2,"Mitchell, Mr. Henry Michael",masculino,70,0,0,C.A. 24580,10.5,NA,Southampton
674,sim,2,"Wilhelms, Mr. Charles",masculino,31,0,0,244270,13,NA,Southampton
675,nao,2,"Watson, Mr. Ennis Hastings",masculino,NA,0,0,239856,0,NA,Southampton
676,nao,3,"Edvardsson, Mr. Gustaf Hjalmar",masculino,18,0,0,349912,7775,NA,Southampton
677,nao,3,"Sawyer, Mr. Frederick Charles",masculino,24.5,0,0,342826,8.05,NA,Southampton
678,sim,3,"Turja, Miss. Anna Sofia",feminino,18,0,0,4138,9.8417,NA,Southampton
679,nao,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",feminino,43,1,6,CA 2144,46.9,NA,Southampton
680,sim,1,"Cardeza, Mr. Thomas Drake Martinez",masculino,36,0,1,PC 17755,512.3292,B51 B53 B55,Cherbourg
681,nao,3,"Peters, Miss. Katie",feminino,NA,0,0,330935,8.1375,NA,Queenstow
682,sim,1,"Hassab, Mr. Hammad",masculino,27,0,0,PC 17572,76.7292,D49,Cherbourg
683,nao,3,"Olsvigen, Mr. Thor Anderson",masculino,20,0,0,6563,9225,NA,Southampton
684,nao,3,"Goodwin, Mr. Charles Edward",masculino,14,5,2,CA 2144,46.9,NA,Southampton
685,nao,2,"Brown, Mr. Thomas William Solomon",masculino,60,1,1,29750,39,NA,Southampton
686,nao,2,"Laroche, Mr. Joseph Philippe Lemercier",masculino,25,1,2,SC/Paris 2123,41.5792,NA,Cherbourg
687,nao,3,"Panula, Mr. Jaako Arnold",masculino,14,4,1,3101295,39.6875,NA,Southampton
688,nao,3,"Dakic, Mr. Branko",masculino,19,0,0,349228,10.1708,NA,Southampton
689,nao,3,"Fischer, Mr. Eberhard Thelander",masculino,18,0,0,350036,7.7958,NA,Southampton
690,sim,1,"Madill, Miss. Georgette Alexandra",feminino,15,0,1,24160,211.3375,B5,Southampton
691,sim,1,"Dick, Mr. Albert Adrian",masculino,31,1,0,17474,57,B20,Southampton
692,sim,3,"Karun, Miss. Manca",feminino,4,0,1,349256,13.4167,NA,Cherbourg
693,sim,3,"Lam, Mr. Ali",masculino,NA,0,0,1601,56.4958,NA,Southampton
694,nao,3,"Saad, Mr. Khalil",masculino,25,0,0,2672,7225,NA,Cherbourg
695,nao,1,"Weir, Col. John",masculino,60,0,0,113800,26.55,NA,Southampton
696,nao,2,"Chapman, Mr. Charles Henry",masculino,52,0,0,248731,13.5,NA,Southampton
697,nao,3,"Kelly, Mr. James",masculino,44,0,0,363592,8.05,NA,Southampton
698,sim,3,"Mullens, Miss. Katherine ""Katie""",feminino,NA,0,0,35852,7.7333,NA,Queenstow
699,nao,1,"Thayer, Mr. John Borland",masculino,49,1,1,17421,110.8833,C68,Cherbourg
700,nao,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",masculino,42,0,0,348121,7.65,F G63,Southampton
701,sim,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",feminino,18,1,0,PC 17757,227525,C62 C64,Cherbourg
702,sim,1,"Silverthorne, Mr. Spencer Victor",masculino,35,0,0,PC 17475,26.2875,E24,Southampton
703,nao,3,"Barbara, Miss. Saiide",feminino,18,0,1,2691,14.4542,NA,Cherbourg
704,nao,3,"Gallagher, Mr. Martin",masculino,25,0,0,36864,7.7417,NA,Queenstow
705,nao,3,"Hansen, Mr. Henrik Juul",masculino,26,1,0,350025,7.8542,NA,Southampton
706,nao,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",masculino,39,0,0,250655,26,NA,Southampton
707,sim,2,"Kelly, Mrs. Florence ""Fannie""",feminino,45,0,0,223596,13.5,NA,Southampton
708,sim,1,"Calderhead, Mr. Edward Pennington",masculino,42,0,0,PC 17476,26.2875,E24,Southampton
709,sim,1,"Cleaver, Miss. Alice",feminino,22,0,0,113781,151.55,NA,Southampton
710,sim,3,"Moubarek, Master. Halim Gonios (""William George"")",masculino,NA,1,1,2661,15.2458,NA,Cherbourg
711,sim,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",feminino,24,0,0,PC 17482,49.5042,C90,Cherbourg
712,nao,1,"Klaber, Mr. Herman",masculino,NA,0,0,113028,26.55,C124,Southampton
713,sim,1,"Taylor, Mr. Elmer Zebley",masculino,48,1,0,19996,52,C126,Southampton
714,nao,3,"Larsson, Mr. August Viktor",masculino,29,0,0,7545,9.4833,NA,Southampton
715,nao,2,"Greenberg, Mr. Samuel",masculino,52,0,0,250647,13,NA,Southampton
716,nao,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",masculino,19,0,0,348124,7.65,F G73,Southampton
717,sim,1,"Endres, Miss. Caroline Louise",feminino,38,0,0,PC 17757,227525,C45,Cherbourg
718,sim,2,"Troutt, Miss. Edwina Celia ""Winnie""",feminino,27,0,0,34218,10.5,E101,Southampton
719,nao,3,"McEvoy, Mr. Michael",masculino,NA,0,0,36568,15.5,NA,Queenstow
720,nao,3,"Johnson, Mr. Malkolm Joackim",masculino,33,0,0,347062,7775,NA,Southampton
721,sim,2,"Harper, Miss. Annie Jessie ""Nina""",feminino,6,0,1,248727,33,NA,Southampton
722,nao,3,"Jensen, Mr. Svend Lauritz",masculino,17,1,0,350048,7.0542,NA,Southampton
723,nao,2,"Gillespie, Mr. William Henry",masculino,34,0,0,12233,13,NA,Southampton
724,nao,2,"Hodges, Mr. Henry Price",masculino,50,0,0,250643,13,NA,Southampton
725,sim,1,"Chambers, Mr. Norman Campbell",masculino,27,1,0,113806,53.1,E8,Southampton
726,nao,3,"Oreskovic, Mr. Luka",masculino,20,0,0,315094,8.6625,NA,Southampton
727,sim,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",feminino,30,3,0,31027,21,NA,Southampton
728,sim,3,"Mannion, Miss. Margareth",feminino,NA,0,0,36866,7.7375,NA,Queenstow
729,nao,2,"Bryhl, Mr. Kurt Arnold Gottfrid",masculino,25,1,0,236853,26,NA,Southampton
730,nao,3,"Ilmakangas, Miss. Pieta Sofia",feminino,25,1,0,STON/O2. 3101271,7925,NA,Southampton
731,sim,1,"Allen, Miss. Elisabeth Walton",feminino,29,0,0,24160,211.3375,B5,Southampton
732,nao,3,"Hassan, Mr. Houssein G N",masculino,11,0,0,2699,18.7875,NA,Cherbourg
733,nao,2,"Knight, Mr. Robert J",masculino,NA,0,0,239855,0,NA,Southampton
734,nao,2,"Berriman, Mr. William John",masculino,23,0,0,28425,13,NA,Southampton
735,nao,2,"Troupiansky, Mr. Moses Aaron",masculino,23,0,0,233639,13,NA,Southampton
736,nao,3,"Williams, Mr. Leslie",masculino,28.5,0,0,54636,16.1,NA,Southampton
737,nao,3,"Ford, Mrs. Edward (Margaret Ann Watson)",feminino,48,1,3,W./C. 6608,34375,NA,Southampton
738,sim,1,"Lesurer, Mr. Gustave J",masculino,35,0,0,PC 17755,512.3292,B101,Cherbourg
739,nao,3,"Ivanoff, Mr. Kanio",masculino,NA,0,0,349201,7.8958,NA,Southampton
740,nao,3,"Nankoff, Mr. Minko",masculino,NA,0,0,349218,7.8958,NA,Southampton
741,sim,1,"Hawksford, Mr. Walter James",masculino,NA,0,0,16988,30,D45,Southampton
742,nao,1,"Cavendish, Mr. Tyrell William",masculino,36,1,0,19877,78.85,C46,Southampton
743,sim,1,"Ryerson, Miss. Susan Parker ""Suzette""",feminino,21,2,2,PC 17608,262375,B57 B59 B63 B66,Cherbourg
744,nao,3,"McNamee, Mr. Neal",masculino,24,1,0,376566,16.1,NA,Southampton
745,sim,3,"Stranden, Mr. Juho",masculino,31,0,0,STON/O 2. 3101288,7925,NA,Southampton
746,nao,1,"Crosby, Capt. Edward Gifford",masculino,70,1,1,WE/P 5735,71,B22,Southampton
747,nao,3,"Abbott, Mr. Rossmore Edward",masculino,16,1,1,C.A. 2673,20.25,NA,Southampton
748,sim,2,"Sinkkonen, Miss. Anna",feminino,30,0,0,250648,13,NA,Southampton
749,nao,1,"Marvin, Mr. Daniel Warner",masculino,19,1,0,113773,53.1,D30,Southampton
750,nao,3,"Connaghton, Mr. Michael",masculino,31,0,0,335097,7.75,NA,Queenstow
751,sim,2,"Wells, Miss. Joan",feminino,4,1,1,29103,23,NA,Southampton
752,sim,3,"Moor, Master. Meier",masculino,6,0,1,392096,12475,E121,Southampton
753,nao,3,"Vande Velde, Mr. Johannes Joseph",masculino,33,0,0,345780,9.5,NA,Southampton
754,nao,3,"Jonkoff, Mr. Lalio",masculino,23,0,0,349204,7.8958,NA,Southampton
755,sim,2,"Herman, Mrs. Samuel (Jane Laver)",feminino,48,1,2,220845,65,NA,Southampton
756,sim,2,"Hamalainen, Master. Viljo",masculino,0.67,1,1,250649,14.5,NA,Southampton
757,nao,3,"Carlsson, Mr. August Sigfrid",masculino,28,0,0,350042,7.7958,NA,Southampton
758,nao,2,"Bailey, Mr. Percy Andrew",masculino,18,0,0,29108,11.5,NA,Southampton
759,nao,3,"Theobald, Mr. Thomas Leonard",masculino,34,0,0,363294,8.05,NA,Southampton
760,sim,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",feminino,33,0,0,110152,86.5,B77,Southampton
761,nao,3,"Garfirth, Mr. John",masculino,NA,0,0,358585,14.5,NA,Southampton
762,nao,3,"Nirva, Mr. Iisakki Antino Aijo",masculino,41,0,0,SOTON/O2 3101272,7125,NA,Southampton
763,sim,3,"Barah, Mr. Hanna Assi",masculino,20,0,0,2663,7.2292,NA,Cherbourg
764,sim,1,"Carter, Mrs. William Ernest (Lucile Polk)",feminino,36,1,2,113760,120,B96 B98,Southampton
765,nao,3,"Eklund, Mr. Hans Linus",masculino,16,0,0,347074,7775,NA,Southampton
766,sim,1,"Hogeboom, Mrs. John C (Anna Andrews)",feminino,51,1,0,13502,77.9583,D11,Southampton
767,nao,1,"Brewe, Dr. Arthur Jackson",masculino,NA,0,0,112379,39.6,NA,Cherbourg
768,nao,3,"Mangan, Miss. Mary",feminino,30.5,0,0,364850,7.75,NA,Queenstow
769,nao,3,"Moran, Mr. Daniel J",masculino,NA,1,0,371110,24.15,NA,Queenstow
770,nao,3,"Gronnestad, Mr. Daniel Danielsen",masculino,32,0,0,8471,8.3625,NA,Southampton
771,nao,3,"Lievens, Mr. Rene Aime",masculino,24,0,0,345781,9.5,NA,Southampton
772,nao,3,"Jensen, Mr. Niels Peder",masculino,48,0,0,350047,7.8542,NA,Southampton
773,nao,2,"Mack, Mrs. (Mary)",feminino,57,0,0,S.O./P.P. 3,10.5,E77,Southampton
774,nao,3,"Elias, Mr. Dibo",masculino,NA,0,0,2674,7225,NA,Cherbourg
775,sim,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",feminino,54,1,3,29105,23,NA,Southampton
776,nao,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",masculino,18,0,0,347078,7.75,NA,Southampton
777,nao,3,"Tobin, Mr. Roger",masculino,NA,0,0,383121,7.75,F38,Queenstow
778,sim,3,"Emanuel, Miss. Virginia Ethel",feminino,5,0,0,364516,12475,NA,Southampton
779,nao,3,"Kilgannon, Mr. Thomas J",masculino,NA,0,0,36865,7.7375,NA,Queenstow
780,sim,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",feminino,43,0,1,24160,211.3375,B3,Southampton
781,sim,3,"Ayoub, Miss. Banoura",feminino,13,0,0,2687,7.2292,NA,Cherbourg
782,sim,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",feminino,17,1,0,17474,57,B20,Southampton
783,nao,1,"Long, Mr. Milton Clyde",masculino,29,0,0,113501,30,D6,Southampton
784,nao,3,"Johnston, Mr. Andrew G",masculino,NA,1,2,W./C. 6607,23.45,NA,Southampton
785,nao,3,"Ali, Mr. William",masculino,25,0,0,SOTON/O.Q. 3101312,7.05,NA,Southampton
786,nao,3,"Harmer, Mr. Abraham (David Lishin)",masculino,25,0,0,374887,7.25,NA,Southampton
787,sim,3,"Sjoblom, Miss. Anna Sofia",feminino,18,0,0,3101265,7.4958,NA,Southampton
788,nao,3,"Rice, Master. George Hugh",masculino,8,4,1,382652,29125,NA,Queenstow
789,sim,3,"Dean, Master. Bertram Vere",masculino,1,1,2,C.A. 2315,20575,NA,Southampton
